gene_set_source,gene_set_id,gene_set_label,gene_set_type,gene_set_size,cell_class,within_species_meanROC,human_meanROC,marmoset_meanROC,mouse_meanROC,human_marmoset_meanROC,human_mouse_meanROC,marmoset_mouse_meanROC
HGNC,1045,HAD Asp-based non-protein phosphatases,Other,14,GABAergic,0.520744975,0.513903829,0.522498462,0.525832633,0.502597856,0.501487675,0.50176257
HGNC,305,Aquaporins,Other,14,GABAergic,0.520740495,0.49316468,0.492912139,0.576144666,0.49132706,0.51989144,0.505838281
HGNC,1994,Large subunit mitochondrial ribosomal proteins,Other,48,Glutamatergic,0.520737157,0.524318773,0.512057993,0.525834705,0.501914908,0.48754141,0.502010595
HGNC,959,Caspase recruitment domain containing,Other,32,GABAergic,0.52070185,0.511167787,0.526230529,0.524707233,0.499010358,0.501626717,0.499251293
HGNC,1025,Methyl-CpG binding domain containing,Other,11,GABAergic,0.520520466,0.503116061,0.537223758,0.521221579,0.516032779,0.503113564,0.499890785
HGNC,1241,Arrestins,Other,10,Glutamatergic,0.520469642,0.522845187,0.50802706,0.530536678,0.508608335,0.513221666,0.48665946
SynGO,GO:0048786,presynaptic active zone,Signaling,11,GABAergic,0.520393353,0.516546555,0.51504857,0.529584933,0.508233551,0.499861939,0.506987579
HGNC,693,Protein phosphatase catalytic subunits,Other,13,GABAergic,0.520360583,0.511981894,0.518483226,0.530616629,0.506697554,0.501944821,0.498733326
HGNC,780,Tudor domain containing,Other,37,Glutamatergic,0.520247725,0.52630261,0.533560117,0.500880448,0.512954502,0.496315873,0.508020209
HGNC,1580,tRNA methyltransferases,Other,18,Glutamatergic,0.52020982,0.51663186,0.514482627,0.529514973,0.503027232,0.498598108,0.502339999
HGNC,470,Cathepsins,Other,15,Glutamatergic,0.520087831,0.520711774,0.510447566,0.529104153,0.513432893,0.498553718,0.495947304
HGNC,728,S ribosomal proteins,Other,34,GABAergic,0.520058384,0.530163579,0.499131092,0.530880481,0.497223014,0.515253894,0.497624368
HGNC,1454,Condensin subunits,Other,8,Glutamatergic,0.520023276,0.533796164,0.540259154,0.486014509,0.513691582,0.501150702,0.529188568
HGNC,1508,Spliceosomal Bact complex,Other,56,GABAergic,0.519896791,0.528259574,0.512695082,0.518735718,0.509683559,0.492599263,0.491308145
HGNC,805,ATP binding cassette subfamily A,Other,14,Glutamatergic,0.519887284,0.513974255,0.526023555,0.519664041,0.503502659,0.506143154,0.496755216
SynGO,SYNGO:postsyn_ribosome,SYNGO:postsyn_ribosome,Signaling,70,Glutamatergic,0.519756571,0.53048277,0.514400616,0.514386325,0.502624142,0.504736062,0.500252683
HGNC,550,Fatty acid binding protein family,Other,16,GABAergic,0.51971944,0.531765517,0.497010155,0.530382647,0.501325329,0.516227219,0.502500332
HGNC,546,Ephrins,Cell Adhesion,8,Glutamatergic,0.519674723,0.535708307,0.497222768,0.526093094,0.502191277,0.501934028,0.519268195
HGNC,666,NLR family,Other,25,GABAergic,0.519639787,0.540181309,0.508363815,0.510374238,0.497843834,0.508711585,0.493286954
HGNC,610,Intermediate filaments Type III,Other,5,Glutamatergic,0.51958861,0.540761972,0.505798498,0.512205358,0.495849156,0.498597589,0.495353679
HGNC,1518,Major spliceosome,Other,145,GABAergic,0.519445624,0.526952541,0.514605697,0.516778633,0.505206354,0.49208905,0.489575087
HGNC,214,Purinergic receptors P2X,Signaling,7,Glutamatergic,0.519290568,0.53221268,0.513606326,0.512052699,0.503800386,0.505973202,0.528569081
HGNC,778,Tubulins,Other,27,Glutamatergic,0.519171564,0.516100493,0.514074156,0.527340042,0.500916045,0.502374724,0.512573668
HGNC,1510,Spliceosomal C complex,Other,79,GABAergic,0.519146724,0.531334211,0.512203644,0.513902318,0.506117611,0.493440653,0.48932811
HGNC,1203,Sodium voltage-gated channel alpha subunits,Ion Channel,9,Glutamatergic,0.519095109,0.518426262,0.526517465,0.512341598,0.526195207,0.517292833,0.572710904
HGNC,1950,Heterogeneous nuclear ribonucleoproteins,Other,26,GABAergic,0.518943075,0.521682662,0.526622459,0.508524105,0.516897876,0.494587584,0.505837888
HGNC,963,Methyltransferase like,Other,33,Glutamatergic,0.518892293,0.5204051,0.535599948,0.500671829,0.504856793,0.503469686,0.498747435
HGNC,96,Zinc fingers CW-type,Other,7,Glutamatergic,0.518890239,0.52586588,0.545673314,0.485131525,0.519349314,0.493405291,0.499546176
HGNC,189,Chemokine receptors,Signaling,24,Glutamatergic,0.518817843,0.502034761,0.53045949,0.523959279,0.500931177,0.503659087,0.491308675
HGNC,1090,Atypical chemokine receptors,Signaling,6,Glutamatergic,0.518676365,0.499668185,0.535527332,0.520833579,0.504542917,0.500875683,0.488849543
HGNC,434,Fucosyltransferases,Other,13,GABAergic,0.518665583,0.514639193,0.503065698,0.538291858,0.481127508,0.47765906,0.473796964
HGNC,402,Anaphase promoting complex ,Other,14,GABAergic,0.518606484,0.514529558,0.5238828,0.517407093,0.506409277,0.501693677,0.504602686
HGNC,552,Fatty acid hydroxylase domain containing,Other,6,Glutamatergic,0.518604344,0.51875917,0.510623692,0.526430171,0.514218162,0.503497832,0.507976357
HGNC,499,DEAD-box helicases,Other,42,GABAergic,0.518588396,0.521184667,0.514201523,0.520378997,0.510958284,0.508812886,0.504948362
HGNC,1854,Iron-sulfur assembly components,Other,21,GABAergic,0.518563628,0.521897886,0.517392109,0.516400888,0.503508813,0.499128321,0.507170712
SynGO,GO:0099091,"postsynaptic specialization, intracellular component",Signaling,9,Glutamatergic,0.51840837,0.500649264,0.499124917,0.55545093,0.500545363,0.514031092,0.567365376
HGNC,1135,Transmembrane channel like family,Ion Channel,8,Glutamatergic,0.518403368,0.503530731,0.55609536,0.495584014,0.507668301,0.49974377,0.488867673
HGNC,1366,Integrator complex,Other,15,GABAergic,0.518305705,0.514456523,0.526680243,0.51378035,0.512100223,0.4963089,0.49271624
HGNC,647,MOB kinase activators,Other,7,Glutamatergic,0.518303935,0.507390539,0.559519481,0.488001786,0.504752268,0.508245355,0.511020999
HGNC,939,Plakins,Other,8,Glutamatergic,0.518186394,0.516258457,0.518638011,0.519662714,0.512493279,0.504172691,0.509011903
HGNC,497,Cytochrome b561,Other,5,GABAergic,0.518042429,0.52197117,0.504397229,0.527758886,0.508502151,0.510258199,0.494332485
HGNC,1468,Glutaredoxin domain containing,Other,9,Glutamatergic,0.518040337,0.510309038,0.532528625,0.51128335,0.502861308,0.502921903,0.504138826
HGNC,779,Tubulin tyrosine ligase family,Other,14,Glutamatergic,0.518028225,0.51133537,0.522746583,0.520002723,0.502618872,0.494774268,0.493557245
HGNC,778,Tubulins,Other,27,GABAergic,0.517951048,0.519272289,0.500751176,0.533829678,0.515783636,0.52003153,0.504875591
HGNC,816,Chitinases,Other,7,Glutamatergic,0.517948204,0.531566632,0.520427918,0.501850062,0.497784471,0.505063664,0.509249096
HGNC,581,HAUS augmin like complex ,Other,8,GABAergic,0.517903556,0.519933318,0.517972545,0.515804805,0.493420132,0.508449169,0.494360255
HGNC,1996,Small subunit mitochondrial ribosomal proteins,Other,25,Glutamatergic,0.517809977,0.512099103,0.510765449,0.530565379,0.506857413,0.499101095,0.497182682
HGNC,445,Oligosaccharyltransferase complex subunits,Other,12,GABAergic,0.517782851,0.496938961,0.5113984,0.545011193,0.493011523,0.505761084,0.513629134
HGNC,1071,Acid phosphatases,Other,8,Glutamatergic,0.517782642,0.541682567,0.520800266,0.490865095,0.508404609,0.506453504,0.504167851
HGNC,1150,NADH:ubiquinone oxidoreductase supernumerary subunits,Other,30,Glutamatergic,0.517761189,0.505416649,0.517458784,0.530408133,0.503558968,0.503346938,0.498971118
HGNC,430,Dolichyl D-mannosyl phosphate dependent mannosyltransferases,Other,9,GABAergic,0.517670378,0.527706486,0.517648681,0.507655968,0.508979768,0.509836476,0.504135738
HGNC,1269,Nucleotide excision repair,Other,28,GABAergic,0.517610112,0.515224412,0.512440225,0.525165698,0.508672127,0.503591547,0.492269697
HGNC,1056,TNF receptor associated factors,Signaling,7,Glutamatergic,0.517482939,0.515186763,0.52065039,0.516611663,0.499074789,0.497397984,0.487001692
HGNC,890,Selenoproteins,Other,25,GABAergic,0.517425663,0.523141408,0.509317229,0.519818352,0.505085424,0.497766286,0.502885765
HGNC,1854,Iron-sulfur assembly components,Other,21,Glutamatergic,0.517420568,0.509017695,0.51194587,0.531298139,0.502000484,0.499085586,0.508985949
HGNC,772,Trafficking protein particle complex,Other,14,Glutamatergic,0.517394838,0.516018762,0.526512348,0.509653404,0.513338705,0.505918838,0.500619498
HGNC,466,Patatin like phospholipase domain containing,Other,10,Glutamatergic,0.517348031,0.547854254,0.513459756,0.490730082,0.502565778,0.497108597,0.501474814
HGNC,415,V-type ATPases,Other,23,GABAergic,0.517347622,0.522650392,0.508242896,0.521149579,0.512668551,0.509764376,0.515759965
HGNC,1136,MAGE family,Other,40,GABAergic,0.517236908,0.511603958,0.51711677,0.522989997,0.503496676,0.510856065,0.508513209
HGNC,186,Cation channels sperm associated ,Ion Channel,7,GABAergic,0.517220071,0.532228428,0.525415359,0.494016427,0.506257903,0.514855282,0.498515209
HGNC,1019,Death effector domain containing,Other,7,GABAergic,0.517178282,0.544728331,0.512735353,0.494071163,0.520482879,0.502734782,0.484579064
HGNC,1503,U5 small nuclear ribonucleoprotein,Other,17,Glutamatergic,0.517176626,0.506049025,0.508289031,0.537191821,0.501398453,0.508185146,0.499969248
SynGO,SYNGO:presyn_ribosome,SYNGO:presyn_ribosome,Signaling,52,Glutamatergic,0.517148823,0.523231816,0.513629373,0.51458528,0.503671563,0.505786107,0.498471201
HGNC,550,Fatty acid binding protein family,Other,16,Glutamatergic,0.517148627,0.546310113,0.504600694,0.500535072,0.505190324,0.500261056,0.498637191
HGNC,890,Selenoproteins,Other,25,Glutamatergic,0.517076607,0.511314628,0.524262718,0.515652475,0.505319753,0.497740053,0.496110927
SynGO,SYNGO:translation_postsynapse,SYNGO:translation_postsynapse,Signaling,52,Glutamatergic,0.517056789,0.52568665,0.511749338,0.513734379,0.503792921,0.506288975,0.499391206
HGNC,1436,Actin related proteins,Other,20,GABAergic,0.517038055,0.512088975,0.511897561,0.527127629,0.503230302,0.505558439,0.511393185
HGNC,1059,SAGA complex,Other,17,GABAergic,0.5170283,0.522344736,0.516727734,0.512012431,0.495394668,0.494075294,0.499734405
HGNC,488,Claudins,Other,23,GABAergic,0.517006288,0.530110433,0.506640375,0.514268055,0.500505668,0.492052598,0.49846807
HGNC,1064,Transmembrane p24 trafficking proteins,Other,10,Glutamatergic,0.516927008,0.527120124,0.503340622,0.520320279,0.501753671,0.506025078,0.50262838
HGNC,1751,FA core complex,Other,8,GABAergic,0.516864664,0.539151125,0.513812143,0.497630722,0.503259092,0.51321522,0.497611772
HGNC,1516,Spliceosomal P complex,Other,76,GABAergic,0.516797746,0.530421115,0.510579805,0.50939232,0.507126248,0.493347522,0.487028737
HGNC,497,Cytochrome b561,Other,5,Glutamatergic,0.51674606,0.522332049,0.514395891,0.51351024,0.506806831,0.485672161,0.501078451
HGNC,1687,Endoribonucleases,Other,20,GABAergic,0.516726229,0.517191132,0.515477656,0.517509898,0.503907795,0.496048655,0.503240436
HGNC,1388,Src family tyrosine kinases,Other,9,Glutamatergic,0.516708114,0.516175261,0.503753664,0.530195418,0.495438583,0.495060221,0.527073913
HGNC,457,BRICHOS domain containing,Other,9,Glutamatergic,0.51666095,0.531982552,0.510233688,0.50776661,0.512917261,0.50862337,0.499130434
HGNC,636,Maestro heat like repeat containing ,Other,11,Glutamatergic,0.516648038,0.504312578,0.501249168,0.544382367,0.500137646,0.503090933,0.491779959
HGNC,42,SCAN domain containing,Other,58,Glutamatergic,0.516644045,0.511639118,0.507540918,0.5307521,0.503271853,0.491728354,0.516652748
HGNC,1853,Mitochondrial iron-sulfur assembly components,Other,12,GABAergic,0.516628848,0.522251549,0.512833645,0.514801351,0.504381783,0.497034201,0.506125849
HGNC,1507,Spliceosomal B complex,Other,82,GABAergic,0.516603859,0.523926703,0.509218697,0.516666178,0.506648121,0.488111215,0.491530118
HGNC,1493,"Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing",Other,14,GABAergic,0.516591026,0.515008961,0.515739808,0.519024308,0.493807416,0.493532893,0.511639682
HGNC,607,Intermediate filaments,Other,73,GABAergic,0.516524841,0.516739251,0.504750835,0.528084438,0.488239121,0.498030119,0.548194772
HGNC,1259,SNAG transcriptional repressors,Other,10,GABAergic,0.516494494,0.498580532,0.556637999,0.494264951,0.500748365,0.478361957,0.505613916
HGNC,1041,CTD family phosphatases,Other,8,Glutamatergic,0.516479566,0.516721827,0.532563905,0.500152967,0.507007502,0.501925081,0.502224386
HGNC,314,Gap junction proteins,Other,22,Glutamatergic,0.516455469,0.500557717,0.527302073,0.521506619,0.507966222,0.494772634,0.485556502
SynGO,SYNGO:translation_presynapse,SYNGO:translation_presynapse,Signaling,51,Glutamatergic,0.516377313,0.523542593,0.511419692,0.514169654,0.50396797,0.505762601,0.499279478
HGNC,428,Glycosyltransferase family 2,Other,6,Glutamatergic,0.516226904,0.505145703,0.506522944,0.537012066,0.49901876,0.516197729,0.497889343
HGNC,286,"G protein-coupled receptors, Class F frizzled",Signaling,11,GABAergic,0.51619863,0.501121871,0.514033178,0.533440839,0.504117657,0.511321045,0.495753633
HGNC,212,Purinergic receptors,Signaling,15,Glutamatergic,0.516188825,0.530261251,0.517712356,0.500592869,0.509908344,0.496197779,0.503044462
SynGO,GO:0051580,regulation of neurotransmitter uptake,Signaling,5,GABAergic,0.516187284,0.528796652,0.510202773,0.509562427,0.492494037,0.501883443,0.525490991
SynGO,GO:0098887,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Signaling,7,Glutamatergic,0.516151988,0.515720082,0.520255451,0.51248043,0.499332726,0.490706506,0.503681883
HGNC,131,"Aminoacyl tRNA synthetases, Class I",Other,19,GABAergic,0.516149209,0.521710738,0.516988939,0.509747949,0.503097804,0.501630661,0.501171242
HGNC,1967,Steroid 5-alpha reductase family,Other,5,GABAergic,0.516031253,0.547995202,0.508536206,0.49156235,0.499597543,0.497409759,0.500381646
HGNC,565,General transcription factors,Other,43,Glutamatergic,0.515797122,0.520023509,0.517624136,0.50974372,0.507548584,0.49064233,0.506601397
HGNC,1098,Myosin heavy chains,Other,15,GABAergic,0.515796424,0.526170798,0.505458756,0.515759717,0.497822522,0.499573684,0.503294209
HGNC,955,XK related family,Other,11,GABAergic,0.515731892,0.527699802,0.521089068,0.498406807,0.521684297,0.501323092,0.508089665
HGNC,891,M10 matrix metallopeptidases,Other,24,GABAergic,0.515599761,0.509863017,0.479426007,0.557510259,0.482131034,0.485770796,0.479363784
HGNC,510,High mobility group,Other,15,GABAergic,0.515567077,0.516987005,0.511920952,0.517793274,0.499614414,0.500015367,0.492665025
HGNC,678,Perilipins,Other,5,GABAergic,0.515542111,0.519099318,0.453882904,0.573644109,0.494445001,0.501657152,0.499882914
HGNC,1605,PBAF complex,Other,15,GABAergic,0.515528183,0.510964512,0.506908813,0.528711225,0.504936243,0.50356283,0.492578804
HGNC,304,Porins,Other,17,Glutamatergic,0.515513582,0.504239013,0.516314362,0.52598737,0.503863621,0.508605934,0.502519892
HGNC,1751,FA core complex,Other,8,Glutamatergic,0.515384154,0.533366892,0.492499449,0.520286123,0.499384164,0.499296614,0.515885592
HGNC,1359,Beta-gamma crystallins,Other,18,Glutamatergic,0.515360344,0.532059436,0.479713207,0.534308389,0.494176538,0.464194294,0.48229047
HGNC,1606,GBAF complex,Other,13,GABAergic,0.515358776,0.503687315,0.492263177,0.550125835,0.49034688,0.497710064,0.507427199
HGNC,1960,COPII coat complex,Other,11,GABAergic,0.515272065,0.508301553,0.528745473,0.508769168,0.502673715,0.489975248,0.515661123
HGNC,1734,Stomatin family,Other,5,Glutamatergic,0.515217189,0.540287655,0.507113987,0.498249926,0.509523908,0.504482592,0.494594254
HGNC,1311,Alpha arrestins,Other,6,GABAergic,0.515194158,0.50753087,0.505430625,0.53262098,0.508184746,0.501612365,0.490740995
HGNC,1495,TOG domain containing,Other,10,Glutamatergic,0.515172358,0.517638186,0.520934319,0.506944569,0.512829418,0.498702494,0.500120021
HGNC,427,Glycosyl transferases group 1 domain containing,Other,10,GABAergic,0.515126762,0.507409493,0.497108414,0.54086238,0.495922592,0.502503837,0.500548126
HGNC,1998,minichromosome maintenance 2-7 complex,Other,6,Glutamatergic,0.515086687,0.556263906,0.498021282,0.490974872,0.513388565,0.493354229,0.505729166
HGNC,976,Chromobox family,Other,8,GABAergic,0.515066696,0.521437432,0.506638536,0.51712412,0.505756838,0.502747299,0.505097606
HGNC,610,Intermediate filaments Type III,Other,5,GABAergic,0.514976894,0.497687272,0.509828458,0.53741495,0.501098608,0.49708798,0.505302547
HGNC,456,BPI fold containing,Other,16,Glutamatergic,0.514653816,0.521867113,0.523185768,0.498908566,0.506794864,0.494656487,0.498632591
HGNC,729,L ribosomal proteins,Other,51,Glutamatergic,0.514594501,0.524414581,0.508405421,0.5109635,0.502396404,0.507105952,0.506178188
HGNC,1917,COPI coat complex,Other,9,GABAergic,0.514581354,0.501823514,0.539597846,0.502322702,0.501073504,0.494790464,0.504188139
HGNC,346,Type 2 receptor serine/threonine kinases,Signaling,5,GABAergic,0.5145644,0.510887518,0.500909738,0.531895944,0.501775802,0.512239894,0.517770969
HGNC,909,Cyclophilin peptidylprolyl isomerases,Other,19,Glutamatergic,0.514448261,0.51643072,0.50553049,0.521383572,0.50426059,0.496333758,0.499722481
HGNC,831,Phosphatidylinositol 3-kinase subunits,Signaling,8,GABAergic,0.514421437,0.522107419,0.500228204,0.520928688,0.501514455,0.501819858,0.520024122
HGNC,500,DEAH-box helicases,Other,16,Glutamatergic,0.514398333,0.512690552,0.511712931,0.518791516,0.506678771,0.507466672,0.515794387
HGNC,817,Exosome complex,Other,12,GABAergic,0.51437061,0.521908696,0.515263921,0.505939213,0.503270308,0.501743148,0.49435844
HGNC,658,Myosin binding proteins,Other,8,GABAergic,0.514281799,0.642657198,0.512615025,0.387573173,0.470032952,0.427544432,0.50821284
HGNC,1693,Macro domain containing,Other,10,GABAergic,0.514169672,0.508288605,0.511933626,0.522286784,0.499299918,0.499922494,0.486807919
HGNC,511,Canonical high mobility group,Other,11,GABAergic,0.514040469,0.516733914,0.503600454,0.52178704,0.50163142,0.499355277,0.498511678
HGNC,1853,Mitochondrial iron-sulfur assembly components,Other,12,Glutamatergic,0.513971556,0.508191681,0.50707726,0.526645727,0.501393057,0.498171711,0.503788336
HGNC,975,Calpains,Other,15,Glutamatergic,0.513952477,0.50856847,0.527599366,0.505689594,0.502519595,0.500811231,0.489333715
HGNC,1500,SMN complex,Other,10,Glutamatergic,0.513908042,0.503058289,0.500432125,0.538233713,0.499458918,0.499044457,0.501868594
HGNC,189,Chemokine receptors,Signaling,24,GABAergic,0.513774773,0.513229785,0.503850804,0.524243731,0.506249795,0.502109023,0.50753863
HGNC,402,Anaphase promoting complex ,Other,14,Glutamatergic,0.513757948,0.513669434,0.522825112,0.504779299,0.507229215,0.501455345,0.507612273
SynGO,GO:0097401,synaptic vesicle proton loading,Signaling,15,GABAergic,0.51374512,0.519288473,0.504949883,0.516997003,0.510627332,0.501465873,0.512483149
HGNC,511,Canonical high mobility group,Other,11,Glutamatergic,0.513641855,0.51567499,0.498968333,0.526282242,0.502292607,0.499543245,0.490672735
HGNC,781,Tumor necrosis factor superfamily,Other,18,GABAergic,0.513633536,0.5402978,0.485690965,0.514911842,0.498664772,0.493590323,0.476413487
HGNC,637,MAX dimerization proteins,Other,7,Glutamatergic,0.513631231,0.50211708,0.524061656,0.514714956,0.501461009,0.492870278,0.509541242
HGNC,307,Chloride intracellular channels,Ion Channel,6,GABAergic,0.513533418,0.550895285,0.48860931,0.50109566,0.517269835,0.509392965,0.528781272
HGNC,817,Exosome complex,Other,12,Glutamatergic,0.513511786,0.516752251,0.519391525,0.504391581,0.511685383,0.497562435,0.495413851
HGNC,1025,Methyl-CpG binding domain containing,Other,11,Glutamatergic,0.513500272,0.506760251,0.507735793,0.526004773,0.496594557,0.4948112,0.514013753
HGNC,1087,LEM domain containing,Other,7,Glutamatergic,0.513418373,0.520109443,0.518522057,0.501623619,0.5062458,0.48526255,0.49922796
HGNC,346,Type 2 receptor serine/threonine kinases,Signaling,5,Glutamatergic,0.513403796,0.502104702,0.529257603,0.508849082,0.512013881,0.505372946,0.515228624
HGNC,643,Mitochondrial complex IV: cytochrome c oxidase subunits,Other,19,GABAergic,0.513381596,0.515450385,0.499497371,0.525197031,0.499409596,0.503721903,0.513623014
HGNC,1506,tri-snRP complex,Other,40,GABAergic,0.513380576,0.516590855,0.502659998,0.520890876,0.503000005,0.5031367,0.496833217
HGNC,975,Calpains,Other,15,GABAergic,0.513261068,0.516807777,0.517469888,0.50550554,0.499871602,0.497279124,0.496104086
HGNC,773,Transglutaminases,Other,9,Glutamatergic,0.513259132,0.488122337,0.508196126,0.543458933,0.509645917,0.494928904,0.512831504
HGNC,1545,MKS complex,Other,9,Glutamatergic,0.513180199,0.522898332,0.50803906,0.508603206,0.513142008,0.500374541,0.493127693
HGNC,1243,EMSY complex,Other,12,GABAergic,0.513178611,0.502302487,0.507836131,0.529397216,0.501853702,0.509025732,0.496332187
HGNC,135,Zinc fingers GRF-type,Other,7,Glutamatergic,0.51317232,0.525209236,0.515912991,0.498394732,0.507029145,0.49460405,0.491383067
HGNC,1980,IFT-B1 complex,Other,11,GABAergic,0.513151311,0.512766898,0.517144014,0.509543022,0.512687438,0.491514066,0.50137178
HGNC,498,DDB1 and CUL4 associated factors,Other,18,Glutamatergic,0.51308115,0.51786971,0.518483628,0.502890112,0.509585276,0.494233597,0.512576425
HGNC,1996,Small subunit mitochondrial ribosomal proteins,Other,25,GABAergic,0.513081034,0.51505897,0.510578173,0.51360596,0.504831359,0.50050122,0.499696167
HGNC,130,Aminoacyl tRNA synthetases,Other,37,GABAergic,0.513032819,0.518445241,0.514261551,0.506391664,0.503038752,0.498721313,0.5002767
HGNC,1605,PBAF complex,Other,15,Glutamatergic,0.5129866,0.499677797,0.511622355,0.527659649,0.503540245,0.497020856,0.504105895
HGNC,1505,LSm proteins,Other,14,GABAergic,0.51298421,0.512977209,0.504686437,0.521288985,0.501777603,0.503009901,0.495481657
HGNC,587,Chaperonins,Other,15,GABAergic,0.512958801,0.517048217,0.50000958,0.521818606,0.504299566,0.50865316,0.50679847
HGNC,1059,SAGA complex,Other,17,Glutamatergic,0.512905756,0.511561029,0.499150631,0.528005608,0.493167165,0.504898211,0.498026501
HGNC,305,Aquaporins,Other,14,Glutamatergic,0.512795005,0.519871605,0.524197483,0.494315927,0.511949895,0.503014378,0.520008504
HGNC,1023,CCR4-NOT transcription complex,Other,12,Glutamatergic,0.512760334,0.506879421,0.510114663,0.521286916,0.504757371,0.498969442,0.499940344
HGNC,1980,IFT-B1 complex,Other,11,Glutamatergic,0.512692635,0.513643344,0.527838359,0.496596201,0.510728035,0.498240963,0.502045347
SynGO,GO:0098698,postsynaptic specialization assembly,Signaling,7,GABAergic,0.512644855,0.497445461,0.499043437,0.541445667,0.492488704,0.491288223,0.554632432
HGNC,1116,ESCRT-I,Other,9,GABAergic,0.512483085,0.50779994,0.5039939,0.525655414,0.500119416,0.503297804,0.5099218
HGNC,428,Glycosyltransferase family 2,Other,6,GABAergic,0.512468075,0.509206904,0.502675712,0.525521611,0.495386321,0.503456248,0.506720819
HGNC,89,Zinc fingers RANBP2-type ,Other,21,GABAergic,0.512465352,0.514348801,0.511721866,0.511325389,0.507503204,0.502066681,0.504183565
HGNC,310,7TM orphan receptors,Signaling,6,GABAergic,0.512427212,0.510491286,0.518425334,0.508365016,0.510308027,0.507653384,0.498785701
HGNC,489,Coiled-coil-helix-coiled-coil-helix domain containing proteins,Other,9,Glutamatergic,0.512422516,0.507625572,0.509285391,0.520356585,0.501362177,0.500966897,0.498012863
HGNC,1090,Atypical chemokine receptors,Signaling,6,GABAergic,0.512402362,0.513939714,0.498158207,0.525109164,0.507660773,0.504592503,0.504942431
HGNC,1544,Delta catenins,Other,7,Glutamatergic,0.512391006,0.503498744,0.522530663,0.511143612,0.498398977,0.491938269,0.489925495
HGNC,1147,PWWP domain containing,Other,22,GABAergic,0.512334138,0.509869045,0.498302029,0.528831339,0.5012001,0.503566014,0.496336557
HGNC,1502,U4/U6 small nuclear ribonucleoprotein ,Other,15,Glutamatergic,0.512332687,0.506511101,0.501957092,0.528529867,0.501364144,0.499267577,0.497746837
HGNC,1667,Flavin containing monooxygenases,Other,11,Glutamatergic,0.512254706,0.50134555,0.511630241,0.523788325,0.503288556,0.499456149,0.521528681
HGNC,1243,EMSY complex,Other,12,Glutamatergic,0.512246502,0.523160815,0.502192016,0.511386676,0.49441553,0.5047057,0.5074885
HGNC,1413,Glycoside hydrolase family 31,Other,7,Glutamatergic,0.512176452,0.504576833,0.514727528,0.517224995,0.503242375,0.493027233,0.485863263
HGNC,131,"Aminoacyl tRNA synthetases, Class I",Other,19,Glutamatergic,0.512136274,0.514128293,0.502914278,0.519366251,0.502426102,0.514316222,0.504142759
HGNC,1498,NTC associated proteins,Other,16,Glutamatergic,0.51208443,0.522192409,0.510070767,0.503990112,0.508027077,0.496225533,0.497612155
HGNC,579,G-patch domain containing,Other,22,Glutamatergic,0.512045584,0.519546237,0.512202123,0.504388393,0.503672221,0.499107485,0.496831414
HGNC,405,Apolipoproteins,Other,21,GABAergic,0.512024517,0.494471286,0.525357476,0.516244789,0.494944232,0.498018441,0.518444503
HGNC,609,"Keratins, type II",Other,27,Glutamatergic,0.511957112,0.498378942,0.522386366,0.515106028,0.509891301,0.503520552,0.495081428
HGNC,63,Zinc fingers AN1-type,Other,8,GABAergic,0.511841551,0.531092358,0.49526282,0.509169475,0.509229314,0.501483734,0.49302402
HGNC,1505,LSm proteins,Other,14,Glutamatergic,0.511657156,0.519620463,0.506156774,0.50919423,0.505535952,0.503184594,0.502411712
HGNC,581,HAUS augmin like complex ,Other,8,Glutamatergic,0.51157213,0.537288659,0.506591411,0.490836319,0.513306545,0.501184044,0.492188787
HGNC,1665,Pseudouridine synthases,Other,13,Glutamatergic,0.511445525,0.520170642,0.509499447,0.504666486,0.511584575,0.498388766,0.501093501
HGNC,1085,MCM family,Other,9,Glutamatergic,0.511388904,0.537833003,0.508412109,0.487921599,0.498464463,0.497820547,0.50018823
HGNC,1545,MKS complex,Other,9,GABAergic,0.511384062,0.522846942,0.511789336,0.499515907,0.504342882,0.498345732,0.499652966
HGNC,1024,DNA glycosylases,Other,11,GABAergic,0.511289793,0.495392439,0.509688636,0.528788303,0.499182806,0.500867968,0.5010047
HGNC,1831,Torsins,Other,5,GABAergic,0.511289018,0.513919791,0.508468776,0.511478488,0.503862016,0.50550787,0.498252932
HGNC,963,Methyltransferase like,Other,33,GABAergic,0.51128711,0.513981149,0.5108103,0.509069882,0.502482709,0.496273745,0.499325071
HGNC,1580,tRNA methyltransferases,Other,18,GABAergic,0.511273521,0.504908496,0.505702851,0.523209216,0.49716888,0.500643817,0.496893453
HGNC,1452,Condensin I subunits,Other,5,GABAergic,0.51109878,0.480284037,0.524785696,0.528226608,0.482181009,0.480372305,0.50237003
HGNC,1878,General transcription factor IID complex subunits ,Other,14,Glutamatergic,0.511061751,0.507316373,0.508208984,0.517659895,0.504017305,0.500230534,0.50559773
HGNC,994,Pyrin domain containing,Other,26,Glutamatergic,0.511031663,0.514087762,0.524661079,0.494346149,0.491251091,0.509136868,0.510744421
HGNC,492,Complement system,Other,56,Glutamatergic,0.511026187,0.507458689,0.511158647,0.514461225,0.492874094,0.486847501,0.519699989
HGNC,105,Yip1 domain containing,Other,7,Glutamatergic,0.510985589,0.506844812,0.502066029,0.524045927,0.500583364,0.494109243,0.508033505
